,msno,song_id,source_system_tab,source_screen_name,source_type,target,song_length,artist_name,composer,lyricist,language,genre_id,city,bd,gender,registered_via,registration_init_time,expiration_date
2906,458,878,6,13,7,1,307200,1069,2388,2405,3.0,['465'],5,28,1,9,20101229,20180430
2907,458,1821,3,7,3,0,253190,382,562,496,52.0,['465'],5,28,1,9,20101229,20180430
2908,458,890,3,7,3,1,210912,591,754,687,52.0,['465'],5,28,1,9,20101229,20180430
2909,458,37,3,7,3,1,280137,1197,2388,2258,3.0,['458'],5,28,1,9,20101229,20180430
2910,458,1530,0,10,5,0,190876,381,1260,1162,52.0,['465'],5,28,1,9,20101229,20180430
2911,458,2559,3,7,3,0,246778,253,192,423,31.0,['921'],5,28,1,9,20101229,20180430
2912,458,2334,0,3,5,0,177319,860,1237,2155,3.0,['458'],5,28,1,9,20101229,20180430
2913,458,771,0,3,5,0,334236,282,454,828,52.0,['1609'],5,28,1,9,20101229,20180430
2914,458,1524,3,13,5,1,289692,650,1174,1085,52.0,['465'],5,28,1,9,20101229,20180430
2915,458,946,3,8,9,0,230408,284,616,544,52.0,['465'],5,28,1,9,20101229,20180430
2916,458,804,0,2,8,0,248146,518,1326,1208,52.0,['465'],5,28,1,9,20101229,20180430
2917,458,1276,3,0,0,1,238341,899,1784,2187,3.0,['458'],5,28,1,9,20101229,20180430
2918,458,2700,0,3,5,0,145815,143,315,292,52.0,['465'],5,28,1,9,20101229,20180430
2919,458,2981,3,7,3,1,159216,684,1018,715,31.0,['921'],5,28,1,9,20101229,20180430
2920,458,1546,0,10,5,1,177867,393,1083,1004,31.0,['921'],5,28,1,9,20101229,20180430
2921,458,3,0,10,5,1,201691,239,1018,716,31.0,['921'],5,28,1,9,20101229,20180430
2922,53,322,0,10,5,1,326243,1477,1386,1259,3.0,['458'],13,28,0,9,20130622,20170922
2923,53,3851,0,10,5,0,264150,1252,716,365,3.0,['458'],13,28,0,9,20130622,20170922
2924,53,243,0,10,8,1,230976,743,502,447,3.0,['458'],13,28,0,9,20130622,20170922
2925,53,1678,0,10,5,1,225559,1142,240,590,31.0,['921'],13,28,0,9,20130622,20170922
2926,53,894,0,10,5,0,233232,684,445,403,31.0,['921'],13,28,0,9,20130622,20170922
2927,53,247,0,10,5,0,189384,684,1148,583,31.0,['465'],13,28,0,9,20130622,20170922
2928,53,1605,3,7,4,1,268016,1266,2288,2246,3.0,['465'],13,28,0,9,20130622,20170922
2929,53,2830,0,10,5,1,245237,223,438,396,31.0,['465'],13,28,0,9,20130622,20170922
2930,53,3344,0,10,5,0,232698,1182,590,1217,3.0,['458'],13,28,0,9,20130622,20170922
2931,53,3285,0,10,5,1,202318,1194,2502,1747,3.0,"['465', '1259']",13,28,0,9,20130622,20170922
2932,53,3169,0,10,5,0,237557,64,1280,1182,31.0,['465'],13,28,0,9,20130622,20170922
2933,53,2540,6,10,5,1,214308,1266,2199,2147,3.0,['465'],13,28,0,9,20130622,20170922
2934,53,737,0,10,8,0,257279,20,1458,1070,3.0,['458'],13,28,0,9,20130622,20170922
2935,53,849,6,13,7,1,261120,956,1924,2163,3.0,['465'],13,28,0,9,20130622,20170922
2936,53,1191,3,7,4,0,290168,905,1985,1906,3.0,['458'],13,28,0,9,20130622,20170922
2937,53,1632,0,10,5,0,234579,1463,2533,2484,3.0,['465'],13,28,0,9,20130622,20170922
2938,53,2868,0,10,8,0,234344,20,542,1307,3.0,['458'],13,28,0,9,20130622,20170922
2939,53,1451,6,1,9,1,282435,26,76,30,17.0,['465'],13,28,0,9,20130622,20170922
2940,53,1486,0,10,5,1,227056,65,441,397,31.0,['465'],13,28,0,9,20130622,20170922
2941,53,2482,0,10,5,0,205224,684,1147,583,31.0,['465'],13,28,0,9,20130622,20170922
2942,53,1193,5,12,6,1,225280,681,554,709,31.0,['465'],13,28,0,9,20130622,20170922
2943,53,3434,0,10,5,1,271673,425,2627,2580,31.0,['921'],13,28,0,9,20130622,20170922
2944,53,2312,3,7,4,1,229564,10,1282,1179,31.0,['465'],13,28,0,9,20130622,20170922
2945,53,1635,3,7,3,1,175412,102,1279,1181,52.0,['465'],13,28,0,9,20130622,20170922
2946,53,3579,5,12,6,1,227004,741,1070,103,31.0,['465'],13,28,0,9,20130622,20170922
2947,53,2559,0,10,5,0,246778,253,192,423,31.0,['921'],13,28,0,9,20130622,20170922
2948,53,1970,5,12,6,0,211382,252,1110,494,31.0,['444'],13,28,0,9,20130622,20170922
2949,53,637,5,12,6,1,241737,741,415,102,31.0,['465'],13,28,0,9,20130622,20170922
2950,53,195,0,10,5,0,219637,775,2424,1844,17.0,['465'],13,28,0,9,20130622,20170922
2951,53,909,0,10,5,0,260370,40,529,464,17.0,['437'],13,28,0,9,20130622,20170922
2952,53,2002,5,12,6,0,202187,289,2623,2575,31.0,['444'],13,28,0,9,20130622,20170922
2953,53,901,5,12,6,1,192261,315,1012,2574,-1.0,['465'],13,28,0,9,20130622,20170922
2954,53,2852,3,7,4,0,227108,26,1211,29,17.0,['465'],13,28,0,9,20130622,20170922
2955,53,3805,5,12,6,1,336453,567,526,879,17.0,['465'],13,28,0,9,20130622,20170922
2956,53,1029,0,10,5,1,210311,302,684,613,52.0,['139'],13,28,0,9,20130622,20170922
2957,53,2590,5,12,6,1,209815,555,205,2579,31.0,['465'],13,28,0,9,20130622,20170922
2958,53,436,5,12,6,1,226849,133,646,1338,31.0,['465'],13,28,0,9,20130622,20170922
2959,53,712,5,12,6,0,169459,341,612,1494,17.0,['465'],13,28,0,9,20130622,20170922
2960,53,1940,5,12,6,0,347277,745,1529,1407,52.0,['465'],13,28,0,9,20130622,20170922
2961,53,2991,3,7,3,0,227840,693,111,103,31.0,['465'],13,28,0,9,20130622,20170922
2962,53,3004,6,10,5,0,236773,1266,2288,2078,3.0,['465'],13,28,0,9,20130622,20170922
2963,53,2579,5,12,6,0,250122,433,1594,1870,17.0,['465'],13,28,0,9,20130622,20170922
2964,53,2290,6,1,9,0,263523,1299,2295,2253,3.0,['465'],13,28,0,9,20130622,20170922
2965,53,1572,3,7,3,1,230974,96,168,155,52.0,['465'],13,28,0,9,20130622,20170922
2966,53,3418,5,12,6,0,245446,461,467,420,31.0,['1259'],13,28,0,9,20130622,20170922
2967,53,1506,5,12,6,1,199036,63,689,619,31.0,['465'],13,28,0,9,20130622,20170922
2968,53,2940,5,12,6,0,285651,930,528,1128,17.0,['465'],13,28,0,9,20130622,20170922
2969,53,3476,6,1,9,1,255268,26,1574,2151,17.0,['465'],13,28,0,9,20130622,20170922
2970,53,2202,0,10,5,0,261015,1116,2304,2262,3.0,['458'],13,28,0,9,20130622,20170922
2971,53,3130,0,10,5,1,294347,1079,2048,1980,3.0,['458'],13,28,0,9,20130622,20170922
2972,53,1965,6,1,9,0,282017,26,1574,2151,17.0,['465'],13,28,0,9,20130622,20170922
2973,53,15,0,10,5,1,219324,64,1283,1184,31.0,"['444', '1259']",13,28,0,9,20130622,20170922
2974,53,1082,0,3,5,1,202752,767,2033,2225,3.0,['458'],13,28,0,9,20130622,20170922
2975,53,1276,0,10,5,0,238341,899,1784,2187,3.0,['458'],13,28,0,9,20130622,20170922
2976,53,2913,0,10,5,0,262478,981,1901,2221,3.0,['458'],13,28,0,9,20130622,20170922
2977,53,3153,0,10,5,0,243983,459,2613,2565,3.0,['458'],13,28,0,9,20130622,20170922
2978,53,1056,0,10,5,1,229773,684,1534,4,31.0,['921'],13,28,0,9,20130622,20170922
2979,53,893,0,10,5,0,225802,71,2549,2503,3.0,['458'],13,28,0,9,20130622,20170922
2980,53,3347,0,10,5,1,249984,767,1872,2230,3.0,['458'],13,28,0,9,20130622,20170922
2981,53,2898,5,12,6,0,289624,584,1545,2149,17.0,['1969'],13,28,0,9,20130622,20170922
2982,53,481,0,10,5,0,220160,250,1934,1852,17.0,['437'],13,28,0,9,20130622,20170922
2983,53,2220,5,12,6,0,306677,538,1285,835,17.0,['465'],13,28,0,9,20130622,20170922
2984,53,2981,0,10,5,1,159216,684,1018,715,31.0,['921'],13,28,0,9,20130622,20170922
2985,53,1546,0,10,5,1,177867,393,1083,1004,31.0,['921'],13,28,0,9,20130622,20170922
2986,53,3,0,10,5,1,201691,239,1018,716,31.0,['921'],13,28,0,9,20130622,20170922
2987,805,322,0,10,5,1,326243,1477,1386,1259,3.0,['458'],9,34,0,9,20090807,20170930
2988,805,332,2,11,2,1,321600,1155,2080,2014,3.0,['458'],9,34,0,9,20090807,20170930
2989,805,1801,3,7,3,0,245342,1463,2533,2484,3.0,['465'],9,34,0,9,20090807,20170930
2990,805,1954,0,10,5,1,281077,405,901,840,3.0,['465'],9,34,0,9,20090807,20170930
2991,805,3851,3,7,3,1,264150,1252,716,365,3.0,['458'],9,34,0,9,20090807,20170930
2992,805,312,0,10,5,1,275017,676,2089,2112,3.0,['465'],9,34,0,9,20090807,20170930
2993,805,243,2,11,2,1,230976,743,502,447,3.0,['458'],9,34,0,9,20090807,20170930
2994,805,1605,3,7,3,1,268016,1266,2288,2246,3.0,['465'],9,34,0,9,20090807,20170930
2995,805,803,2,11,2,0,250775,847,1714,1805,3.0,['458'],9,34,0,9,20090807,20170930
2996,805,3285,3,7,3,0,202318,1194,2502,1747,3.0,"['465', '1259']",9,34,0,9,20090807,20170930
2997,805,664,3,15,7,0,263732,847,1714,1599,3.0,['458'],9,34,0,9,20090807,20170930
2998,805,1881,0,10,5,1,283324,779,660,587,3.0,['465'],9,34,0,9,20090807,20170930
2999,805,2568,2,11,2,1,303856,1023,2598,106,3.0,['465'],9,34,0,9,20090807,20170930
3000,805,3113,5,12,6,1,291596,790,1924,1656,3.0,['465'],9,34,0,9,20090807,20170930
3001,805,169,3,7,3,1,263732,970,1567,1656,3.0,['465'],9,34,0,9,20090807,20170930
3002,805,737,3,13,5,1,257279,20,1458,1070,3.0,['458'],9,34,0,9,20090807,20170930
3003,805,613,2,11,2,1,240744,797,1618,2532,3.0,['465'],9,34,0,9,20090807,20170930
3004,805,594,2,11,2,1,260284,847,1714,1827,3.0,['458'],9,34,0,9,20090807,20170930
3005,805,2402,0,10,5,1,237165,194,398,357,3.0,['458'],9,34,0,9,20090807,20170930
3006,805,3598,6,10,5,0,196440,551,601,1838,3.0,['465'],9,34,0,9,20090807,20170930
3007,805,555,5,12,6,1,238654,20,1928,2340,3.0,['465'],9,34,0,9,20090807,20170930
3008,805,3103,2,11,2,1,272561,1061,2015,1656,3.0,['465'],9,34,0,9,20090807,20170930
3009,805,3261,0,10,5,1,228937,1374,1772,2479,3.0,['465'],9,34,0,9,20090807,20170930
3010,805,2101,5,12,6,1,268329,775,1902,2387,3.0,['465'],9,34,0,9,20090807,20170930
3011,805,3023,5,12,6,1,258902,1419,2477,2278,3.0,['465'],9,34,0,9,20090807,20170930
3012,805,3743,2,11,2,0,264176,1281,1130,1287,3.0,['465'],9,34,0,9,20090807,20170930
3013,805,2292,5,12,6,1,261328,1061,2015,1977,3.0,['465'],9,34,0,9,20090807,20170930
3014,805,382,5,12,6,1,246073,1099,2565,2452,3.0,['465'],9,34,0,9,20090807,20170930
3015,805,172,3,7,3,1,200573,810,217,204,24.0,['465'],9,34,0,9,20090807,20170930
3016,805,2918,2,11,2,1,230784,975,1886,1796,3.0,['465'],9,34,0,9,20090807,20170930
3017,805,1577,5,12,6,1,273972,1018,1944,1470,3.0,['465'],9,34,0,9,20090807,20170930
3018,805,2334,0,10,5,0,177319,860,1237,2155,3.0,['458'],9,34,0,9,20090807,20170930
3019,805,3507,2,11,2,1,240744,1261,2382,1595,3.0,['465'],9,34,0,9,20090807,20170930
3020,805,1747,0,10,5,1,274599,1373,480,475,3.0,['465'],9,34,0,9,20090807,20170930
3021,805,528,3,7,3,1,256809,1491,2473,1656,3.0,['465'],9,34,0,9,20090807,20170930
3022,805,110,2,11,2,1,251088,970,1703,1584,3.0,['465'],9,34,0,9,20090807,20170930
3023,805,2797,2,11,2,1,284734,1261,1924,1951,3.0,['465'],9,34,0,9,20090807,20170930
3024,805,2862,2,11,2,0,260597,899,1783,942,3.0,['465'],9,34,0,9,20090807,20170930
3025,805,2743,3,7,3,1,249429,328,2151,2091,3.0,['458'],9,34,0,9,20090807,20170930
3026,805,740,2,11,2,1,256940,785,1598,1701,3.0,['465'],9,34,0,9,20090807,20170930
3027,805,2584,2,11,2,1,274181,1372,2150,2408,3.0,['465'],9,34,0,9,20090807,20170930
3028,805,2099,3,7,3,0,226368,1004,2280,2239,10.0,['2157'],9,34,0,9,20090807,20170930
3029,805,2472,2,11,2,1,227892,1421,2468,1567,3.0,['465'],9,34,0,9,20090807,20170930
3030,805,1839,2,11,2,0,267911,20,1928,2497,3.0,['465'],9,34,0,9,20090807,20170930
3031,805,2596,5,12,6,1,289549,991,2330,1656,3.0,['458'],9,34,0,9,20090807,20170930
3032,805,364,2,11,2,1,321201,777,1724,1473,3.0,['465'],9,34,0,9,20090807,20170930
3033,805,352,2,11,2,1,247013,905,1,16,3.0,['465'],9,34,0,9,20090807,20170930
3034,805,1322,2,11,2,1,193829,1338,2442,1615,3.0,['465'],9,34,0,9,20090807,20170930
3035,805,335,3,0,0,0,279196,1281,1220,10,3.0,['465'],9,34,0,9,20090807,20170930
3036,805,181,3,7,3,1,254746,775,2440,2404,3.0,['465'],9,34,0,9,20090807,20170930
3037,805,1763,3,13,5,0,268512,1266,1582,1468,3.0,['458'],9,34,0,9,20090807,20170930
3038,805,1754,5,12,6,1,200515,915,1795,2547,3.0,['465'],9,34,0,9,20090807,20170930
3039,805,3623,3,7,3,1,286766,810,1440,202,3.0,['465'],9,34,0,9,20090807,20170930
3040,805,903,3,7,3,0,205994,1037,2551,2520,3.0,['458'],9,34,0,9,20090807,20170930
3041,805,1613,5,12,6,1,306677,937,1333,1213,3.0,['458'],9,34,0,9,20090807,20170930
3042,805,2167,5,12,6,1,324858,1151,2131,1847,3.0,['458'],9,34,0,9,20090807,20170930
3043,805,2400,6,0,0,0,276960,1108,2554,2508,3.0,['465'],9,34,0,9,20090807,20170930
3044,805,735,3,0,0,1,299258,1298,2294,2252,3.0,['458'],9,34,0,9,20090807,20170930
3045,805,375,5,12,6,1,293407,1068,2027,1948,3.0,['465'],9,34,0,9,20090807,20170930
3046,805,913,3,7,3,1,238840,810,1439,57,24.0,['465'],9,34,0,9,20090807,20170930
3047,805,2913,0,10,5,1,262478,981,1901,2221,3.0,['458'],9,34,0,9,20090807,20170930
3048,805,893,3,7,3,1,225802,71,2549,2503,3.0,['458'],9,34,0,9,20090807,20170930
3049,805,3347,0,10,5,1,249984,767,1872,2230,3.0,['458'],9,34,0,9,20090807,20170930
3050,177,322,0,10,5,1,326243,1477,1386,1259,3.0,['458'],4,25,0,3,20121221,20170927
3051,177,1805,0,10,5,0,306259,1463,2533,2484,3.0,['465'],4,25,0,3,20121221,20170927
3052,177,612,6,10,5,0,275136,1197,2083,1838,3.0,['465'],4,25,0,3,20121221,20170927
3053,177,1954,3,7,3,1,281077,405,901,840,3.0,['465'],4,25,0,3,20121221,20170927
3054,177,312,0,10,5,0,275017,676,2089,2112,3.0,['465'],4,25,0,3,20121221,20170927
3055,177,1605,0,10,5,1,268016,1266,2288,2246,3.0,['465'],4,25,0,3,20121221,20170927
3056,177,3285,3,7,3,1,202318,1194,2502,1747,3.0,"['465', '1259']",4,25,0,3,20121221,20170927
3057,177,3745,0,0,0,0,250357,849,1717,1601,3.0,['458'],4,25,0,3,20121221,20170927
3058,177,1881,0,10,5,0,283324,779,660,587,3.0,['465'],4,25,0,3,20121221,20170927
3059,177,2865,3,7,3,1,274285,1417,1872,1767,3.0,['465'],4,25,0,3,20121221,20170927
3060,177,407,0,17,5,0,265822,775,2424,2387,3.0,['465'],4,25,0,3,20121221,20170927
3061,177,1632,3,7,3,1,234579,1463,2533,2484,3.0,['465'],4,25,0,3,20121221,20170927
3062,177,2402,0,10,5,1,237165,194,398,357,3.0,['458'],4,25,0,3,20121221,20170927
3063,177,2208,3,7,4,1,248352,775,2424,2387,3.0,['458'],4,25,0,3,20121221,20170927
3064,177,3694,3,7,3,1,273345,1043,1985,1906,3.0,['465'],4,25,0,3,20121221,20170927
3065,177,3139,6,10,5,0,233221,1197,1640,1942,3.0,['465'],4,25,0,3,20121221,20170927
3066,177,1746,0,17,5,0,260597,775,2424,2387,3.0,['465'],4,25,0,3,20121221,20170927
3067,177,1192,3,7,4,1,275520,775,2197,2387,3.0,['458'],4,25,0,3,20121221,20170927
3068,177,3645,0,17,5,0,256208,775,1902,2387,3.0,['465'],4,25,0,3,20121221,20170927
3069,177,2805,0,0,0,0,178991,849,159,1602,3.0,['458'],4,25,0,3,20121221,20170927
3070,177,2120,0,17,5,0,169728,775,2424,2387,3.0,['465'],4,25,0,3,20121221,20170927
3071,177,1867,0,10,5,0,361639,775,2424,2387,3.0,['465'],4,25,0,3,20121221,20170927
3072,177,283,6,1,9,1,233090,996,1099,191,24.0,['465'],4,25,0,3,20121221,20170927
3073,177,2673,0,10,5,0,276584,775,2424,2387,3.0,['465'],4,25,0,3,20121221,20170927
3074,177,1657,6,0,0,1,225535,996,2529,1829,24.0,['465'],4,25,0,3,20121221,20170927
3075,177,3531,6,0,0,0,208666,1512,2615,2568,3.0,['458'],4,25,0,3,20121221,20170927
3076,177,2202,0,10,5,1,261015,1116,2304,2262,3.0,['458'],4,25,0,3,20121221,20170927
3077,177,1082,0,10,5,1,202752,767,2033,2225,3.0,['458'],4,25,0,3,20121221,20170927
3078,177,1276,3,7,3,0,238341,899,1784,2187,3.0,['458'],4,25,0,3,20121221,20170927
3079,177,228,6,0,0,1,227044,996,2529,1829,24.0,['465'],4,25,0,3,20121221,20170927
3080,177,893,0,10,5,0,225802,71,2549,2503,3.0,['458'],4,25,0,3,20121221,20170927
3081,177,3347,0,10,5,1,249984,767,1872,2230,3.0,['458'],4,25,0,3,20121221,20170927
3082,433,322,1,10,5,1,326243,1477,1386,1259,3.0,['458'],4,21,1,3,20150424,20170930
3083,433,894,1,10,5,1,233232,684,445,403,31.0,['921'],4,21,1,3,20150424,20170930
3084,433,1632,1,6,5,1,234579,1463,2533,2484,3.0,['465'],4,21,1,3,20150424,20170930
3085,433,1159,1,6,5,1,262478,20,2401,1656,3.0,['465'],4,21,1,3,20150424,20170930
3086,433,3261,1,10,5,1,228937,1374,1772,2479,3.0,['465'],4,21,1,3,20150424,20170930
3087,433,2366,1,6,5,1,261537,1374,2433,1951,3.0,['465'],4,21,1,3,20150424,20170930
3088,433,2473,3,13,5,0,233267,810,40,57,24.0,['465'],4,21,1,3,20150424,20170930
3089,433,1029,1,10,5,0,210311,302,684,613,52.0,['139'],4,21,1,3,20150424,20170930
3090,433,3337,1,10,5,0,204192,869,2595,2549,3.0,['458'],4,21,1,3,20150424,20170930
3091,433,2202,1,10,5,0,261015,1116,2304,2262,3.0,['458'],4,21,1,3,20150424,20170930
3092,433,15,1,10,5,0,219324,64,1283,1184,31.0,"['444', '1259']",4,21,1,3,20150424,20170930
3093,433,1857,1,10,5,1,216398,1197,1981,1899,3.0,['458'],4,21,1,3,20150424,20170930
3094,433,1082,1,10,5,1,202752,767,2033,2225,3.0,['458'],4,21,1,3,20150424,20170930
3095,433,1276,1,10,5,1,238341,899,1784,2187,3.0,['458'],4,21,1,3,20150424,20170930
3096,433,1710,1,10,5,1,291422,1374,1882,1784,3.0,['458'],4,21,1,3,20150424,20170930
3097,433,2173,1,10,5,0,261328,1374,2431,2396,3.0,['458'],4,21,1,3,20150424,20170930
3098,433,893,1,10,5,0,225802,71,2549,2503,3.0,['458'],4,21,1,3,20150424,20170930
3099,433,3347,1,10,5,1,249984,767,1872,2230,3.0,['458'],4,21,1,3,20150424,20170930
3100,739,322,0,10,5,1,326243,1477,1386,1259,3.0,['458'],13,34,1,9,20050208,20170923
3101,739,1954,0,10,5,0,281077,405,901,840,3.0,['465'],13,34,1,9,20050208,20170923
3102,739,3851,0,10,5,1,264150,1252,716,365,3.0,['458'],13,34,1,9,20050208,20170923
3103,739,312,0,10,5,1,275017,676,2089,2112,3.0,['465'],13,34,1,9,20050208,20170923
3104,739,243,0,10,5,1,230976,743,502,447,3.0,['458'],13,34,1,9,20050208,20170923
3105,739,1678,0,3,0,1,225559,1142,240,590,31.0,['921'],13,34,1,9,20050208,20170923
3106,739,894,0,3,5,0,233232,684,445,403,31.0,['921'],13,34,1,9,20050208,20170923
3107,739,1605,0,10,5,1,268016,1266,2288,2246,3.0,['465'],13,34,1,9,20050208,20170923
3108,739,2830,0,10,5,0,245237,223,438,396,31.0,['465'],13,34,1,9,20050208,20170923
3109,739,3285,1,10,5,1,202318,1194,2502,1747,3.0,"['465', '1259']",13,34,1,9,20050208,20170923
3110,739,3088,0,10,5,0,194168,1334,1115,1033,3.0,['465'],13,34,1,9,20050208,20170923
3111,739,1881,0,10,5,0,283324,779,660,587,3.0,['465'],13,34,1,9,20050208,20170923
3112,739,2865,0,10,5,1,274285,1417,1872,1767,3.0,['465'],13,34,1,9,20050208,20170923
3113,739,3113,0,2,5,0,291596,790,1924,1656,3.0,['465'],13,34,1,9,20050208,20170923
3114,739,1191,0,10,5,0,290168,905,1985,1906,3.0,['458'],13,34,1,9,20050208,20170923
3115,739,1632,0,10,5,1,234579,1463,2533,2484,3.0,['465'],13,34,1,9,20050208,20170923
3116,739,1451,1,6,5,0,282435,26,76,30,17.0,['465'],13,34,1,9,20050208,20170923
3117,739,1159,0,3,5,0,262478,20,2401,1656,3.0,['465'],13,34,1,9,20050208,20170923
3118,739,2402,0,10,5,0,237165,194,398,357,3.0,['458'],13,34,1,9,20050208,20170923
3119,739,3694,0,10,5,0,273345,1043,1985,1906,3.0,['465'],13,34,1,9,20050208,20170923
3120,739,3261,0,3,5,1,228937,1374,1772,2479,3.0,['465'],13,34,1,9,20050208,20170923
3121,739,2366,0,3,5,1,261537,1374,2433,1951,3.0,['465'],13,34,1,9,20050208,20170923
3122,739,3743,0,10,5,1,264176,1281,1130,1287,3.0,['465'],13,34,1,9,20050208,20170923
3123,739,2559,0,0,0,1,246778,253,192,423,31.0,['921'],13,34,1,9,20050208,20170923
3124,739,177,0,10,5,0,217234,1170,1763,1650,3.0,['1259'],13,34,1,9,20050208,20170923
3125,739,3222,0,10,5,0,200672,684,1080,233,31.0,['465'],13,34,1,9,20050208,20170923
3126,739,383,0,2,5,0,272613,946,2612,1925,3.0,['458'],13,34,1,9,20050208,20170923
3127,739,3702,0,13,5,0,200620,422,130,118,52.0,['1616'],13,34,1,9,20050208,20170923
3128,739,3060,0,10,5,0,295752,938,1836,1659,3.0,['465'],13,34,1,9,20050208,20170923
3129,739,2320,0,10,5,1,269165,1197,1872,1789,3.0,['458'],13,34,1,9,20050208,20170923
3130,739,15,0,10,5,0,219324,64,1283,1184,31.0,"['444', '1259']",13,34,1,9,20050208,20170923
3131,739,1857,6,0,0,0,216398,1197,1981,1899,3.0,['458'],13,34,1,9,20050208,20170923
3132,739,1082,0,3,8,0,202752,767,2033,2225,3.0,['458'],13,34,1,9,20050208,20170923
3133,739,1276,0,2,5,1,238341,899,1784,2187,3.0,['458'],13,34,1,9,20050208,20170923
3134,739,1710,0,3,5,1,291422,1374,1882,1784,3.0,['458'],13,34,1,9,20050208,20170923
3135,739,3153,0,3,5,0,243983,459,2613,2565,3.0,['458'],13,34,1,9,20050208,20170923
3136,739,893,0,3,5,1,225802,71,2549,2503,3.0,['458'],13,34,1,9,20050208,20170923
3137,739,1789,0,10,5,0,252577,625,638,1344,3.0,['458'],13,34,1,9,20050208,20170923
3138,739,3347,0,3,5,1,249984,767,1872,2230,3.0,['458'],13,34,1,9,20050208,20170923
3139,383,322,0,3,5,1,326243,1477,1386,1259,3.0,['458'],4,31,1,9,20110104,20171024
3140,383,1805,0,2,5,1,306259,1463,2533,2484,3.0,['465'],4,31,1,9,20110104,20171024
3141,383,1824,3,7,4,1,219193,108,194,175,52.0,['1609'],4,31,1,9,20110104,20171024
3142,383,1954,0,10,5,1,281077,405,901,840,3.0,['465'],4,31,1,9,20110104,20171024
3143,383,3851,0,10,5,1,264150,1252,716,365,3.0,['458'],4,31,1,9,20110104,20171024
3144,383,312,0,10,5,1,275017,676,2089,2112,3.0,['465'],4,31,1,9,20110104,20171024
3145,383,243,0,3,5,0,230976,743,502,447,3.0,['458'],4,31,1,9,20110104,20171024
3146,383,1605,0,10,5,1,268016,1266,2288,2246,3.0,['465'],4,31,1,9,20110104,20171024
3147,383,3765,0,2,5,1,239908,1200,1906,1814,3.0,['465'],4,31,1,9,20110104,20171024
3148,383,3344,0,3,5,0,232698,1182,590,1217,3.0,['458'],4,31,1,9,20110104,20171024
3149,383,3285,0,10,5,1,202318,1194,2502,1747,3.0,"['465', '1259']",4,31,1,9,20110104,20171024
3150,383,3168,0,17,5,0,267598,1197,1872,1793,3.0,['465'],4,31,1,9,20110104,20171024
3151,383,1881,0,3,5,1,283324,779,660,587,3.0,['465'],4,31,1,9,20110104,20171024
3152,383,2865,0,10,5,1,274285,1417,1872,1767,3.0,['465'],4,31,1,9,20110104,20171024
3153,383,407,0,2,5,0,265822,775,2424,2387,3.0,['465'],4,31,1,9,20110104,20171024
3154,383,1632,0,10,5,1,234579,1463,2533,2484,3.0,['465'],4,31,1,9,20110104,20171024
3155,383,1150,0,1,9,0,126328,1276,2267,2222,3.0,"['465', '1259']",4,31,1,9,20110104,20171024
3156,383,1255,0,3,5,0,254955,874,1786,1673,3.0,['458'],4,31,1,9,20110104,20171024
3157,383,2402,0,2,5,1,237165,194,398,357,3.0,['458'],4,31,1,9,20110104,20171024
3158,383,3694,0,3,8,1,273345,1043,1985,1906,3.0,['465'],4,31,1,9,20110104,20171024
3159,383,2101,5,12,6,0,268329,775,1902,2387,3.0,['465'],4,31,1,9,20110104,20171024
3160,383,2500,0,2,5,1,246491,1497,2595,2549,3.0,['465'],4,31,1,9,20110104,20171024
3161,383,2334,0,17,5,1,177319,860,1237,2155,3.0,['458'],4,31,1,9,20110104,20171024
3162,383,2427,3,7,3,0,241066,816,2610,2165,3.0,['458'],4,31,1,9,20110104,20171024
3163,383,3028,0,1,9,1,236042,1276,2268,2223,3.0,"['465', '1259']",4,31,1,9,20110104,20171024
3164,383,1749,5,12,6,0,253596,857,1612,1497,10.0,['465'],4,31,1,9,20110104,20171024
3165,383,863,0,10,5,0,254165,22,758,1402,17.0,['465'],4,31,1,9,20110104,20171024
3166,383,383,0,2,5,0,272613,946,2612,1925,3.0,['458'],4,31,1,9,20110104,20171024
3167,383,478,3,7,3,0,277577,1130,2250,2204,10.0,['465'],4,31,1,9,20110104,20171024
3168,383,2414,5,12,6,0,249289,563,1490,838,17.0,['465'],4,31,1,9,20110104,20171024
3169,383,1685,0,10,5,0,364564,775,1902,2387,3.0,['465'],4,31,1,9,20110104,20171024
3170,383,3337,0,17,5,1,204192,869,2595,2549,3.0,['458'],4,31,1,9,20110104,20171024
3171,383,1116,5,12,6,0,282958,857,2128,2060,10.0,['465'],4,31,1,9,20110104,20171024
3172,383,3616,0,10,5,0,340741,775,2424,2387,3.0,['465'],4,31,1,9,20110104,20171024
3173,383,1479,5,12,6,1,267075,1489,2012,1933,10.0,['465'],4,31,1,9,20110104,20171024
3174,383,1179,5,12,6,1,265613,1084,1612,1497,10.0,['465'],4,31,1,9,20110104,20171024
3175,383,1716,0,17,5,0,310080,942,1889,1564,3.0,['458'],4,31,1,9,20110104,20171024
3176,383,3130,0,17,5,1,294347,1079,2048,1980,3.0,['458'],4,31,1,9,20110104,20171024
3177,383,1941,0,0,0,0,266448,1197,2599,2258,3.0,['458'],4,31,1,9,20110104,20171024
3178,383,1857,0,0,0,0,216398,1197,1981,1899,3.0,['458'],4,31,1,9,20110104,20171024
3179,383,1276,0,10,5,1,238341,899,1784,2187,3.0,['458'],4,31,1,9,20110104,20171024
